icd10,doid  
B08.5,10883
A30.5,10887
Q54,10892
Q02,10907
G91,10908
R41.3,10914
A77.2,10921
D57.1,10923
D57.2,10923
K28.0,10927
F60.3,10930
F60.7,10931
F60.5,10932
F42,10933
F44.81,10934
F44.9,10935
F48.9,10935
F60.1,10936
F63.9,10937
F60.0,10938
F60.2,10939
K14,10944
N08,10952
B78,10955
H71.0,10963
H71,10964
G80.1,10965
N04,10966
N70.03,10971
N70,10972
N70.01,10973
N70.92,10974
N03.2,10976
P55,1098
M46.4,10986
H11.41,10989
D56.0,1099
H25.09,10997
H27.9,110
H11.15,11029
H18.20,11030
H18.1,11031
H18.23,11032
H18.22,11033
F44.0,11037
M05.0,11042
Q79.3,11044
P24.01,11049
C67,11054
A28.0,11055
O44,11060
A23,11077
B88.3,11079
B87,11080
H31.0,11086
P84,11088
A78,11100
A79.0,11101
A44,11102
A79.1,11103
A77.9,11104
N13.30,11111
F95.2,11119
F52.6,11120
K04.0,11121
D69.0,11123
D69.1,11125
D69.5,11126
I15,11130
N42.83,11133
H04.16,11134
H40.82,11148
H40.83,11149
C49,1115
L74.0,11153
L74.4,11155
L74.4,11156
P28.5,11161
J96.0,11162
H18.42,11164
A63.0,11168
H05.4,11175
H65,11180
H65.2,11181
H10.02,11184
B48.2,11186
K04.2,11189
H10.22,11190
Q70,11193
J06.0,11195
H10.23,11197
D82.1,11198
E20,11199
I85.01,112
E21.5,11201
E21.0,11202
H10.1,11203
F11.1,11206
Q15.0,11212
H73.1,11217
H10.01,11219
H05.0,11230
H05.03,11231
H05.02,11232
H05.01,11234
H74.1,11235
C18.1,11239
P61.1,11242
P61.2,11243
P61.5,11245
P60,11246
D65,11247
E56.1,11249
A75.1,11254
A75.0,11256
A75.9,11256
A75.2,11256
F40.1,11257
A28.1,11258
A82,11260
A70,11262
A71.1,11265
A71,11265
A71.0,11265
A98.5,11266
H18.44,11267
K04.5,11269
E05.2,11277
H31.02,11282
J67.7,11289
I77.0,11294
I65.0,11299
B65.3,11302
A98.2,11320
F20.81,11328
L94.6,11329
A46,11330
D86,11335
A35,11338
B59,11339
K06.0,1134
K06.01,1134
H18.41,11342
H15,11343
N32.3,11353
N21.0,11354
N21.0,11355
A93.1,11360
H27.11,11364
Q12.3,11367
K59.1,11371
K59.39,11372
K59.4,11374
B83.1,11379
H16.4,11382
Q53.9,11383
F80.1,11385
J80,11394
J81,11396
I51.9,114
N16,11400
H30.9,11406
H50.15,1142
N80.2,11424
N80.5,11428
N80.3,11429
H50.1,1143
N80.6,11430
N80.4,11431
N80.1,11432
G93.5,11457
G93.2,11459
C32.2,11472
M81.0,11476
Q69,1148
G90.2,11486
G90.0,11488
H53.62,11491
I31.4,115
Q23.3,11502
H66.4,11506
I82.0,11512
K14.5,11514
I11,11516
H57.09,11518
J38.6,11527
H18.83,11541
H16.31,11543
H18.00,11547
H49.0,11550
H18.31,11552
H18.51,11555
H65.0,11557
H35.03,11561
H35.06,11563
A32,11573
G00.2,11574
G83.4,11577
H16.25,11581
G90.1,11589
C67.2,11593
H15.85,11594
C38.0,116
P83.4,11603
E28.2,11612
C60,11615
C60.2,11615
K04.1,11623
N81.84,11629
E03.9,11634
H52.53,11637
H52.4,11638
P27.1,11650
H11.11,11653
L12.1,11656
M12.3,1166
H53.55,11661
I12,11664
Q91.7,11665
H02.73,11668
H02.86,11669
H02.72,11671
B73,11678
E78.5,1168
L82.0,11685
K04.4,11693
I81,11695
C38.0,117
O24.4,11714
R73.03,11716
P70.2,11717
G71.09,11719
E78.1,1172
G71.09,11720
E74.09,11721
G71.11,11722
G71.03,11724
Q87.19,11725
G71.02,11727
A69.2,11729
C57.3,11746
C57.4,11747
C57.2,11748
A37.1,11750
H44.32,11754
D50,11759
H55.03,11771
H44.53,11772
H52.22,11781
H52.2,11782
D73.2,11787
J37.0,11797
E46,11801
C67.5,11809
C67.4,11811
C67.0,11813
C67.3,11814
H43.81,11816
C67.7,11817
C67.6,11818
C66,11819
C67.1,11820
K76.7,11823
E78.81,11824
H44.2,11829
H52.1,11830
H47.61,11831
Q66.89,11836
C60.1,11839
N04,1184
I22,11847
A30.0,11851
H50.11,11853
G31.01,11870
H16.11,11871
H53.61,11874
K12.1,11875
G58.9,1188
C52,119
C51.0,11905
K31.84,11914
C33,11920
A81.0,11949
K20,11963
N95.2,11968
Q14.2,11975
A05.1,11976
Q87.11,11983
H11.12,11988
A21.0,11990
Q78.8,11991
N50.0,11994
N44.02,11996
N43.4,11997
C57,120
H47.01,12010
C71.1,12016
E26.01,12028
H44.13,12029
H44.11,12030
P57.0,12043
T78.40,1205
B45,12053
D86.81,12055
F84.2,1206
K31.82,12070
H16.44,12087
H46.2,1209
A25.0,12096
G50.0,12098
H46,1210
J84.02,12117
J84.03,12118
J84.01,12120
J84.10,12123
H15.11,12124
H16.23,12125
F50.2,12129
M31.3,12132
D66,12134
F34.1,12139
B67.7,12148
A87.2,12155
G03,12156
G03.0,12157
H35.4,12161
H35.45,12162
H35.42,12164
H35.41,12165
H35.43,12166
H35.46,12167
G56.2,12168
G56.0,12169
G56.3,12170
E07.1,12175
E04.9,12176
D83,12177
B66.8,1218
H80.80,12185
B66.2,1219
C18.6,12190
C18.5,12191
C18.7,12192
H16.10,12196
H16.14,12197
A90,12205
A91,12206
O41.0,12215
G31.83,12217
M94.9,1222
M67.5,12225
K31.2,12234
K74.3,12236
K74.5,12236
C44.520,12239
D56.1,12241
E27.5,12257
D67,12259
N70.1,12265
D70,1227
Q13.0,12270
Q13.1,12271
H52.31,12273
A36.3,12275
C62.0,12276
I80.1,12282
A98.0,12287
F20.0,1229
F32.89,12294
H20.82,12297
H11.13,12304
Q82.3,12305
L80,12306
H18.01,12307
E80.6,12308
D47.01,12309
H18.06,12311
H18.53,12318
J45.991,12323
I27.1,12325
E41,12328
F64.1,1233
N50.1,12335
N46,12336
I86.1,12337
F64.2,1234
Q78.0,12347
H44.44,12349
F65.0,1235
N41.3,12355
H69.0,12358
H05.21,12360
E05.0,12361
H05.25,12363
H05.26,12364
B54,12365
N81.0,12369
H18.4,1237
J18.0,12375
G12.9,12377
A03,12385
A03.0,12385
A03.2,12385
A03.1,12385
A07.0,12386
N25.1,12387
F63.0,12399
C95.90,1240
F63.2,12400
F60.3,12401
F63.81,12401
F63.1,12402
B35.3,12403
H44.82,1241
H44.39,1242
C51.1,1243
D61.9,12449
C51,1245
D61.81,12450
N25.81,12465
D68.9,1247
B81.1,12474
G52.2,12491
G51.0,12506
H35.82,12510
J67.1,12522
G57.6,12524
G57.5,12526
G57.3,12527
G57.0,12528
D68.0,12531
B81.2,1254
H73.82,12546
K72.91,12550
D59.3,12554
N17.0,12556
H50.81,12557
H49.4,12558
N77.0,12566
P72.1,12573
Q93.4,12580
M70.2,12581
Q93.81,12583
Q60.6,12594
C95.00,12603
N81.81,12637
Q40.0,12638
K31.1,12639
Q40.1,12641
K44,12642
H93.3,12657
K03.5,12661
B41,12662
B40,12663
H53.30,12667
H53.31,12668
E83.52,12678
H81.2,12683
F80.2,12685
G83.5,12697
N62,12698
I78.0,1270
E22.1,12700
G11.11,12705
I78,1271
B36.3,12711
Q61.5,12712
Q77.6,12714
P22.0,12716
I67.2,12720
H30.2,12731
K03.4,12733
N83.4,12735
A07.4,12750
H18.72,12753
C69.3,12759
G43.0,12783
F16.1,12797
E76.3,12798
E76.1,12799
E76.0,12802
E76.29,12803
E76.219,12804
H04.03,12809
K46,1283
G82.5,12835
B76.0,12841
G61.0,12842
F84.0,12849
M76.6,12857
G10,12858
G25.5,12859
F45.21,12883
G61.0,12889
G31.9,1289
M35.0,12894
K11.8,12899
K11.8,12900
K11.8,12901
K11.6,12904
K11.5,12905
I73.1,12918
B53.0,12919
I42.4,12929
I42.0,12930
H49.81,12934
I42.6,12935
H02.23,12958
H02.2,12959
Q79.8,12961
D58.0,12971
B51,12978
D70,12987
F91,12995
H04.32,12996
H04.31,12997
G45.0,13003
B30.0,13014
H35.1,13025
B48.0,13026
G45.4,13027
N47.6,13031
N48.1,13033
A68,13034
A68.0,13035
A68.1,13036
H02.22,13037
H02.21,13038
P29.3,13042
J01.3,13046
N25.0,13068
B47,13078
M12.0,13080
I45.6,13087
P91.2,13088
H34.23,13094
H34.1,13098
I67.5,13099
L03.0,13117
D53.0,13120
O14.2,13133
H00.01,13134
G12.0,13137
H20.9,13141
B37.81,13146
N30.0,13148
B44.81,13166
C60.0,13168
C63.1,13169
H55.04,13174
M10,13189
C71,1319
E04.9,13195
E01.2,13198
N40,13206
H35.34,13214
D25.0,13222
D25,13223
A21.1,13226
A25.1,13238
C34.1,1324
C34.2,1324
C34.3,1324
K03.3,13240
M35.2,13241
C34,1325
A01.0,13258
E80.20,13268
E80.29,13269
E80.0,13270
E80.0,13271
J15.0,13272
J15.7,13276
A92.4,1328
M42.0,13300
A36.85,13306
A36.89,13310
K86.81,13316
E16.9,13317
H10.43,13326
H46.3,13329
K14.3,13333
P37.1,13336
C32.3,13348
F65.4,13351
H16.32,13353
M22.4,13357
Q79.6,13359
G25.82,13366
B35.2,13369
A75.3,13371
E88.01,13372
M61.1,13374
M30.3,13378
D64.4,1338
D51.0,13381
D53.1,13382
A22.2,13386
D61.01,1339
H53.5,13399
D86.3,13402
D86.89,13404
D86.0,13406
K83.2,13409
K76.82,13413
D61.01,1342
D61.0,1342
N34.2,1343
A24.0,13444
I65.1,13446
H18.02,13447
H18.05,13448
B38,13450
H15.0,13452
A54.49,13453
N36.42,13461
H11.02,13473
C32.1,13476
Q77.1,13481
F84.3,13487
N34.3,13498
C17.1,13499
Q87.0,13501
N30.3,13507
Q85.1,13515
P39.0,13520
A33,13521
B74.3,13523
Q78.2,13533
E21.3,13543
H40.12,13544
G21,13548
H40.23,13549
D25.2,13560
H47.32,13561
B44,13564
C31.0,1357
O43.02,13576
E40,13579
K83.1,13580
M27.3,13585
N97.2,13589
O15,13593
C31.2,1360
Q44.2,13608
Q21.12,13620
H16.13,13626
D55.0,13628
C31.1,1363
D61.09,13636
H04.52,13651
H04.56,13653
H04.54,13654
H04.55,13655
K62.6,13662
G04.02,13664
H15.03,13676
K31.5,13687
N42.0,13689
F52.4,13709
K00.3,13711
K00.0,13714
E54,13724
E51.1,13725
N71.9,13736
K76.3,13738
K76.1,13739
P39.3,1375
H04.22,13756
H04.2,13757
B85.3,13760
B66.1,13767
B66.0,13768
E27.1,13774
B07.0,13775
A57,13778
M35.7,13781
H15.82,13787
H15.81,13788
H15.83,13789
H73.0,13790
H73.01,13791
H15.01,13794
C50.11,13799
C54.1,1380
A74.0,13800
E78.49,13809
L75.2,1381
E78.01,13810
G52.3,13814
A55,13819
L74.3,1382
H01.02,13825
L74.9,1383
Q25.0,13832
G25.9,13839
E78.6,1386
H15.04,13861
H40.21,13862
H49.1,13864
G52.7,13866
F52.0,13868
E78.6,1387
E78.6,1388
I49.5,13884
A69.22,1389
J67.2,13891
B36.2,13902
E78.6,1391
H53.51,13911
H53.52,13912
F45.0,13918
H52.21,13919
K20.0,13922
A69.1,13924
H47.9,1393
G51.0,13934
N91.2,13938
I67.850,13945
N32.0,13948
D25.1,13955
H05.1,1397
C50.51,13972
H44.12,1398
Q74.0,13994
H10.53,13999
H04,1400
H21.1,14000
K70.3,14018
A23.3,14019
M94.0,14021
M89.0,14022
D52,14026
H40.24,1404
E31.0,14040
H40.2,1405
C68.1,14059
B50,14067
B50.0,14069
G51.1,14075
E26.02,14080
M77.1,14087
I70.1,14092
A77.1,14095
M65.4,14107
C21.0,14110
C21.1,14110
K14.2,14111
A48.3,14115
E78.3,14118
R82.71,1412
N81.12,14130
N81.11,14131
N20.1,14146
G91.1,14159
H31.9,1417
I09.81,14172
Q85.83,14175
D80.3,14176
M75.3,14181
G62.1,14183
G62.0,14184
M75.0,14188
H27.13,14199
M33.0,14203
E83.39,14213
N25.89,14219
E88.81,14221
E70.29,14223
J01.1,14225
N46.0,14227
N46.1,14228
H15.05,14230
H05.81,14233
H04.21,14244
H35.35,14245
H66.3,14247
H66.2,14248
Q90,14250
H35.51,14251
H35.54,14252
M06.1,14256
Q99.2,14261
B37.9,14262
K83.09,14268
K83.09,14269
K83.09,14270
N90.5,14275
M75.4,14276
E16,1428
M89.4,14283
M14.6,14286
H15.02,14287
Q22.5,14289
N90.4,14292
H54,1432
F41.1,14320
Q87.4,14323
B52,14324
G20,14330
G21.3,14332
E28.0,14336
E06.0,14350
E06.5,14351
E06.0,14353
H18.71,1436
E71.41,14365
C71.3,14384
R82.81,1439
I82.1,14392
A07.8,14397
G62.81,14402
M91.2,14415
B72,14418
G52.1,14423
H66.1,14435
L50.5,14443
H16.33,14444
H40.22,14445
G72.3,14451
G72.3,14452
J67.0,14453
A23.0,14456
A23.1,14457
G21.0,14464
O26.4,14482
B42,14484
K91.1,14495
E75.5,14497
E75.21,14499
E77.1,14500
E75.4,14503
E75.24,14504
H18.46,14507
B37.2,14512
H34.21,14522
H57.01,14523
G93.7,14525
K03.3,14529
K14.4,1453
C31.3,14546
K14.1,1455
H47.14,14555
I27.0,14557
K14.0,1456
E89.0,1458
E03.9,1459
H47.1,146
I75,1461
N41.9,14654
Q87.2,14679
H83.0,1468
Q87.19,14681
Q13.81,14686
Q77.5,14687
E78.72,14692
E74.29,14695
Q87.2,14699
F33.9,1470
F32,1470
E71.121,14701
G71.22,14717
K05.2,1474
Q87.3,14748
D18.1,1475
E71.110,14753
Q79.62,14757
Q87.19,14796
E84,1485
H35.00,1492
B67.4,1495
B67,1496
A00,1498
F99,150
B37,1508
F60.6,1509
C18.0,1521
M35.6,1525
M79.3,1526
N48.8,1529
C75.0,1540
L50.4,1554
T78.41,1556
T78.3,1558
F09,1561
B43.9,1562
B49,1564
H02.1,1570
G91.2,1572
G91.0,1573
F10.1,1574
M34.81,1578
J98,1579
A15.5,1583
I00-I02,1586
I00,1586
D69.6,1588
I15.0,1591
F33.9,1596
L04,1602
I88.1,1602
E15,1607
C50,1612
D24,1618
C80.1,162
D48.6,1631
A18.0,1639
C50.31,1649
C50.61,1650
Q21.0,1657
C71.0,1659
J93.0,1672
J93.1,1673
N30.1,1678
N30,1679
N30.2,1680
Q21.9,1681
Q24.9,1682
H40,1686
D3A.8,169
C75.9,170
Q80.1,1700
Q80.0,1702
C91.1,1703
Q23.0,1712
I06.0,1712
G25.83,1713
K26,1724
C48.1,1725
H34.82,1726
H34,1729
B39,1731
A07.2,1733
G51,1756
B39.4,1759
G51.2,1761
K13.0,1762
F44,1768
K59.31,1770
I72.9,178
C73,1781
C75.1,1785
C45.1,1788
C25.0,1793
C25.2,1793
C25.1,1793
C25.4,1798
D13.7,1799
C25.4,1799
G90.5,1811
H04.15,1822
G40,1826
G58.7,1835
F12.2,1849
M27.8,1856
Q78.1,1858
M27.1,1866
I09.2,1869
F52.9,1876
Q21.1,1882
B19.20,1883
H01.13,1893
H01.1,1894
E79.1,1919
Q98.0,1921
E75.22,1926
E75.3,1927
Q93.82,1928
Q25.3,1929
Q93.51,1932
Q87.2,1933
Q87.89,1935
I70,1936
H50.3,1942
L65.0,1943
A59,1947
K81,1949
C57.0,1964
G80,1969
H30.0,1979
C20,1993
H68.02,1999
H68.0,2000
H35.3,2007
D81.4,2012
E16.1,2018
C58,2021
M27.8,203
F41.9,2030
F80.9,2033
M77.9,204
M89.3,205
J01.0,2050
J32.0,2051
F43.1,2055
Q78.6,206
P78.0,2073
K59.02,2088
K59.0,2089
M12.8,2092
C44,2095
M77.3,210
A07.3,2112
A21.2,2122
C71.2,2135
K03.8,214
A18.17,2148
A18.1,2149
K02.6,216
K02,216
C18.2,218
E89.1,2181
K00.5,2187
C18,219
D69.9,2213
D68.2,2215
D68.2,2216
D69.1,2219
H61.0,222
D47.3,2224
D47.1,2226
D75.83,2228
D68.1,2229
K73.9,2237
G45.9,224
M47,2247
N88.4,2251
Q78.9,2256
M24.6,227
B37.3,2272
N76.0,2273
J02,2275
L73.2,2280
A27,2297
A27.0,2297
G12.23,230
M43.0,2300
F98.4,2303
G12.2,231
A43,2312
J67.4,2314
K52.9,2326
C41.1,2338
Q75.1,2339
Q75.0,2340
D89.0,2344
I70.91,2347
I70,2348
I70,2349
E83.1,2351
E83.11,2352
D61.82,2354
D64.9,2355
I87.0,2364
A92.31,2365
A92.3,2366
E75.10,2368
D58.1,2373
G35,2377
P57,2382
P59.9,2383
E51.2,2384
C56,2394
C51.2,2401
B48.1,2409
H34.81,2450
D68.59,2451
D68.59,2452
H10.52,2455
H10.5,2456
H27.12,2460
H10.44,2474
H10.4,2475
G11.4,2476
G60.0,2477
H81.4,2479
K03.2,2498
M31.4,2508
D18.02,2517
N45.2,2518
D73,2529
D73.3,2530
D73.5,2533
G61.81,2536
G40.8,2538
D18.03,254
D18.0,255
M94.1,2556
M94.2,2557
F11.2,2559
H18.55,2565
H18.5,2566
N72,2568
C96.6,2571
C96.0,2571
E71.540,2580
Q77.3,2581
D80.1,2583
N04,2590
C32.0,2595
C32,2596
K86.8,26
C18.3,260
C18.4,261
C64,263
C45,2645
K09.8,2658
C22.3,268
D21,2691
M12.2,2702
J67.5,2708
N47.1,2712
J94.2,2718
L30.9,2723
Q82.5,2725
Q81,2730
Q82.8,2732
L90,2733
E50.8,2734
E80.4,2739
H93.9,2742
N28.85,2743
N12,2744
F60.81,2745
E74.04,2746
E74.0,2747
E74.03,2748
E74.09,2750
E74.02,2752
E74.09,2754
F95.0,2768
F95,2769
L22,2770
L24.9,2772
L25.9,2773
C19,2782
Q03.1,2785
B64,2789
B76.1,2790
J84.114,2797
E34.9,28
J84.114,2800
C72.4,2814
C72.50,2815
B48.3,2832
D75.1,2834
D75.1,2838
D75.1,2839
J45,2841
I45.81,2843
G47.63,2846
F45.8,2846
C91.4,285
E07.81,2856
D58.2,2859
D58.2,2860
H18.45,2879
N80.0,288
N80,289
Q87.0,2907
Q75.4,2908
K85,2913
D89.9,2914
C88.9,2916
D89.1,2917
N08,2921
Q87.2,2926
E70.330,2935
J12.81,2945
T75.3,2951
H83.9,2952
A15,2957
Q87.19,2962
M77.9,2964
M71.9,2965
N28.0,2972
N17.1,2973
R82.992,2977
E72.53,2977
M04.1,2987
D68.61,2988
C62,2998
L23,3042
M30.1,3049
N15.0,3052
A01.1,3055
A01.2,3055
A01.4,3055
A01.3,3055
J84.9,3082
J44.9,3083
K06.1,3086
K05.0,3087
K05.1,3087
K05.10,3087
H04.57,3096
E88.42,310
G54.0,3103
C26.9,3119
C23,3121
K62.89,3127
E80.1,3132
L83,3138
Q82.8,3144
E88.2,3153
D72.823,3166
G95.9,319
G71.21,3191
G95.1,320
Q85.03,3204
G04.1,321
S12.8,3225
J69.0,3240
J69.1,3241
E70.39,3263
D71,3265
C37,3277
B04,3292
G96.9,331
L20,3310
F31,3312
D17,3315
D17.9,3315
G12.21,332
E75.02,3320
E75.0,3321
E75.19,3322
E75.01,3323
F39,3324
D69.2,3326
F60.4,334
I25.41,3362
K05.6,3388
L85.2,3390
I25,3393
I20-I25,3393
I25.10,3393
E22.2,3401
G52,3418
H81.9,3426
G72.41,3429
N85.9,345
N64.9,3463
H02.3,348
A20.7,3481
A20,3482
L03.90,3488
D47.02,349
Q87.19,3490
Q96,3491
M35.1,3492
D47.09,350
G46.3,3522
I63,3526
G71.29,3529
C71.5,3541
C96.22,355
K31.5,3558
D32.9,3565
C22.0,3571
C22.9,3571
C25.3,3587
O01,3590
C58,3594
N80.0,361
H30.9,3612
E23.0,3614
C72.9,3620
I71.3,3627
I71.5,3627
I71.1,3627
I71.9,3627
I71.8,3627
C55,363
E74.4,3649
N32.9,365
E87.20,3650
E74.4,3651
G31.82,3652
D47.01,3663
D47.09,3664
D47.01,3665
D47.01,3666
I73.9,3669
G52.0,367
E88.41,3687
G54.5,3689
G54.0,3690
C72.2,370
C90.2,3720
C90.3,3721
E70.331,3753
D68.59,3755
D68.59,3756
Q56.3,3765
Q56,3765
N89.8,3766
L92.0,3777
H61.9,379
J86,3798
L56.5,3805
M00-M02,381
M12.9,381
K44,3827
I45.6,384
Q85.89,3852
C63.9,3856
I80.0,3875
N76.2,3901
E34.8,3911
C34.0,3924
E88.2,3928
M76.81,3933
E24.0,3946
I40,3951
C74,3953
I42.3,396
I42.5,397
G23.0,3981
C68.9,3996
L81.7,4028
K29.7,4029
K29.6,4038
C49,4045
K76.9,409
R48.1,4090
L60,4123
L08.1,4131
C69.6,4143
K00.5,4154
A51.0,4166
M34.0,418
E20.1,4184
R73.9,4195
G57.2,4196
L68,420
C71.7,4203
C71.6,4205
L08.0,4223
G72.9,423
P28.0,424
A81.82,4249
H11.82,4250
H11.9,4251
Q78.2,4254
M89.8,4257
Q87.0,4258
B60.8,4271
C44.510,4283
Q26.8,4297
M54.1,4306
L12.3,4313
A98.4,4325
A98.3,4327
Q50.5,4333
B35,4336
C69.4,4352
C38.2,436
C53,4362
G70.0,437
G70.00,437
I66,4372
L40.3,4398
G70.9,440
L82,4400
F81.0,4428
E26.81,445
E24,446
E26,446
Q77.4,4480
J09.X,4492
G71.1,450
Q87.0,4501
R48.8,4540
R41.2,4543
B77,456
Q80.3,4603
C24.0,4606
C24.9,4607
Q04.2,4621
Q78.4,4624
Q04.3,4626
Q81.0,4644
C69.2,4645
D47.09,4658
D47.09,4659
D47.02,4660
H16.12,4664
E34.5,4674
N19,4676
H16,4677
N42.9,47
C71.7,4706
G96.81,4723
J30.0,4730
F45.0,4737
F45,4737
O43.21,4744
G23.2,4751
N01,4776
C96.21,4798
N50.9,48
D18.0,483
C44,4840
A93.2,4885
A18.2,4889
C65,4919
C22.1,4928
C22.1,4947
G14,4952
A80,4953
Q81.2,4959
D47.1,4960
A18.84,4962
F48.9,4964
F34.1,4964
E24.1,4968
R48.3,4970
D47.4,4971
D75.81,4971
A80.4,4986
K85.9,4989
G25.0,4990
Q78.3,4997
E07.9,50
C75.3,5032
C15.5,5041
C15.4,5041
C15.3,5041
A24.9,5052
K74.60,5082
C76.1,5093
N83.2,5119
C38.4,5158
I70,5162
D07.0,5172
C63.2,518
I77.6,519
N13.9,5200
E74.19,5204
G61.81,5213
A85.8,5225
B20,526
G24.5,529
K63.9,5295
H02.9,530
H33.2,5327
E32,533
N47.2,5334
D70.4,5339
R41.1,5340
R91.1,5364
D58.2,5378
D58.2,5379
H51.2,538
H50.8,540
M88,5408
F25,5418
F20,5419
E28.3,5426
G24,543
C69.0,5467
B85.0,5501
B85.2,5502
B85.1,5513
C38.3,5559
N08,557
Q87.3,5572
F52.32,5576
T79.6,5587
N10,559
Q07.8,560
K04.2,5608
C72.0,5612
H44,5614
H47.4,5655
G52.9,5656
H83.2,566
C18.9,5672
H35.9,5679
H47.6,5691
I06.1,57
G56.10,571
C74.1,5719
H47.2,5723
N70.11,5731
N70,5732
N70.91,5733
I09.89,5748
R80,576
K13.5,5773
H73.81,5781
H73.9,5782
D81.30,5810
D81.6,5812
D81.5,5813
R82.3,582
D55-D59,583
I21,5844
N20,585
J82.81,5870
C48.0,5875
C48,5875
D58.9,589
F40,591
F40.0,593
F41.0,594
I65.9,5976
F40.2,599
I50.9,6000
I50,6000
F40.243,605
K22.9,6050
G83.81,606
G82.2,607
I05.1,61
I05,61
D84.9,612
J40,6132
J42,6132
J20,6132
D72.810,614
D02.3,6148
D72.819,615
H10,6195
M02.3,6196
M02.10,6196
C69.1,6199
C45.2,6201
D80.7,624
D84.1,626
C96.4,6262
D81,628
M79.7,631
M60,633
B20,635
G37.2,636
G43,6364
D73.1,6376
Q20.1,6406
Q21.3,6419
A81.2,643
I27.20,6432
A81.81,648
A81.9,649
L82,6498
E79.8,653
L70.2,6543
L70,6543
M46,6590
C74.0,660
M48.3,6603
M48.2,6643
M48.1,6652
E23.6,6676
M43.1,6682
Q87.19,6683
D89.82,6688
M53.0,6692
G83.82,6712
I67.9,6713
C26.1,672
M48.02,6725
M48.0,6725
M48.061,6725
Q35,674
M08.4,676
G23.1,678
G12.22,681
T79.A0,682
C22.0,684
C22.2,687
G57.3,6925
H35.81,6929
H04.33,6969
H04.3,6970
K00.5,701
B81.0,7033
H47.22,705
C91.42,711
N30.4,7127
C96.4,7146
M45,7147
M06.9,7148
E06.1,7165
E06,7166
E06.3,7188
C70.1,7224
N94.3,727
H15.12,728
N36.9,732
M72.4,7327
C68.0,734
D75.9,74
A22.0,7426
A22,7427
L50.3,743
H74.4,7439
B80,7457
D19.9,746
C45.0,7474
M92.52,7489
K27,750
F52.31,7518
A18.12,754
A54,7551
Q89.3,758
K92.9,77
H35.02,7765
F22,778
O43,780
N15.9,782
N18.9,784
C96.4,7848
C96.4,7849
S12.8,786
B88.9,7894
H44.4,790
I83.90,799
E05.9,7997
E05.9,7998
M25.0,801
F14.1,809
E88.1,811
M93.9,8125
M92,8125
M00,813
C10.1,8133
J98.51,819
I51.4,820
A52,8200
K04.5,823
K05.3,824
J31.0,8252
B86,8295
H26,83
K37,8337
M93.2,84
M93.9,84
J67.3,840
J67.9,841
D75.1,8432
K56.609,8437
K91.1,8439
K56.0,8442
K56.2,8445
K56.1,8446
K56.4,8448
F34.0,845
E53.0,8454
E53.1,8455
H16.0,8463
H33.10,8465
J11.1,8469
L94.0,8472
K90.81,8476
A42,8478
M19.90,848
M05.3,8481
I01.9,8481
H34.0,8482
J67.6,8484
O40,8488
H53.63,8498
H53.6,8499
J98.4,850
H35.5,8500
L40.1,8503
L01.0,8504
L13.0,8505
L12.0,8506
L12.2,8507
L13.1,8508
N75.0,851
O88.21,8512
I26.09,8514
I27.81,8515
I26.09,8517
F13.11,8519
C93.Z,8527
M35.3,853
C13,8533
C13.2,8533
K21.9,8534
B02,8536
C84.1,8541
C81.4,8543
G93.32,8544
T88.3,8545
L98.4,8549
L88,8553
C10.0,8556
C10.2,8557
C10.8,8557
C10.3,8557
C10,8557
D81.810,856
C00,8564
B00.9,8566
C81,8567
B27,8568
D81.81,857
L44.1,8573
L28.0,8574
K51,8577
C05.1,8578
C83.7,8584
D81.818,859
C93.1,8593
A38,8596
C03.0,8601
C03,8602
N48.6,8616
C04,8618
C04.1,8618
C04.0,8618
G47.13,8619
G83.0,862
B05,8622
C81.3,8628
G98,863
C00.0,8630
C00.3,8630
C46.4,8632
C46.5,8632
C46.1,8632
C46,8632
C46.0,8632
C46.2,8632
C46.3,8632
D07.5,8634
C05.2,8635
I80,864
K29.8,8643
C02.9,8649
C02.0,8649
C02.1,8649
C02.4,8649
C02.2,8649
C01,8649
C81.2,8654
B01.9,8659
I82,866
C13.0,8660
D00.0,8661
C13.1,8663
F50,8670
K55.3,8677
K29.2,8680
C92.3,8683
D04,8687
D04.2,8687
D04.6,8687
D04.4,8687
D04.3,8687
D04.7,8687
D04.0,8687
C09.1,8688
F50.0,8689
H71.9,869
C84.0,8691
C92,8692
G62.9,870
C06.0,8702
Q85.0,8712
L89,8717
D09.9,8719
F01,8725
B08.04,8729
C75.4,8731
B03,8736
N48.0,8738
J15.9,874
L21,8741
B08.3,8743
K29.6,8757
M60.0,876
C94.2,8761
B08.02,8771
K50.1,8778
B06.9,8781
H30.1,8787
D05,8791
D09.2,8792
D02.2,8800
D02.1,8802
I20.0,8805
B66.8,882
D01.0,8826
B83.9,883
C81.1,8838
B66.8,884
C08.1,8849
B66.3,885
C08,8850
L93,8857
C09,8858
Q24.3,8861
L57.0,8866
B08.1,8867
G36.0,8869
D07.4,8872
B66.5,888
L71,8881
C00.1,8883
H30.9,8886
L42,8892
L40,8893
B36.1,8912
B35,8913
N89.4,8920
C43.9,8923
D69.3,8924
D69.4,8925
F81.9,8927
K29.4,8929
E83.01,893
C06.2,8930
D69.41,8931
M72.2,8936
C14.2,8937
L21.0,8941
D64.3,8955
B08.010,8956
C09.0,8969
A81.1,8970
Q61.3,898
G47.41,8986
Q44.4,899
